INSERT INTO locationTypeSales VALUES('FDA15', 'OUT049', 'Tier 1', 3735.138);
INSERT INTO locationTypeSales VALUES('NCH30', 'OUT046', 'Tier 1', 1245.046);
INSERT INTO locationTypeSales VALUES('DRG37', 'OUT013', 'Tier 3', 1713.7692);
INSERT INTO locationTypeSales VALUES('FDS13', 'OUT046', 'Tier 1', 3709.8376);
INSERT INTO locationTypeSales VALUES('FDQ47', 'OUT018', 'Tier 3', 670.4606);
INSERT INTO locationTypeSales VALUES('FDY26', 'OUT035', 'Tier 2', 3599.3148);
INSERT INTO locationTypeSales VALUES('FDB14', 'OUT018', 'Tier 3', 652.484);
INSERT INTO locationTypeSales VALUES('FDV45', 'OUT019', 'Tier 1', 1126.5336);
INSERT INTO locationTypeSales VALUES('FDR23', 'OUT018', 'Tier 3', 5645.984);
INSERT INTO locationTypeSales VALUES('NCS29', 'OUT013', 'Tier 3', 3974.826);
INSERT INTO locationTypeSales VALUES('FDK33', 'OUT027', 'Tier 3', 4261.12);
INSERT INTO locationTypeSales VALUES('FDW24', 'OUT027', 'Tier 3', 1992.7394);
INSERT INTO locationTypeSales VALUES('FDR08', 'OUT017', 'Tier 2', 2334.9606);
INSERT INTO locationTypeSales VALUES('FDB45', 'OUT013', 'Tier 3', 2299.6732);
INSERT INTO locationTypeSales VALUES('FDW32', 'OUT013', 'Tier 3', 1202.4348);
INSERT INTO locationTypeSales VALUES('FDN21', 'OUT035', 'Tier 2', 2900.2248);
INSERT INTO locationTypeSales VALUES('FDH56', 'OUT035', 'Tier 2', 810.9444);
INSERT INTO locationTypeSales VALUES('FDQ07', 'OUT049', 'Tier 1', 6189.2768);
INSERT INTO locationTypeSales VALUES('FDU58', 'OUT027', 'Tier 3', 2057.9878);
INSERT INTO locationTypeSales VALUES('FDK36', 'OUT013', 'Tier 3', 1069.2748);
INSERT INTO locationTypeSales VALUES('NCG18', 'OUT027', 'Tier 3', 2768.3964);
INSERT INTO locationTypeSales VALUES('FDQ26', 'OUT027', 'Tier 3', 2073.967);
INSERT INTO locationTypeSales VALUES('DRL47', 'OUT027', 'Tier 3', 1006.6896);
INSERT INTO locationTypeSales VALUES('DRJ11', 'OUT017', 'Tier 2', 1323.6104);
INSERT INTO locationTypeSales VALUES('FDB41', 'OUT018', 'Tier 3', 614.5334);
INSERT INTO locationTypeSales VALUES('NCA06', 'OUT046', 'Tier 1', 183.095);
INSERT INTO locationTypeSales VALUES('NCZ41', 'OUT045', 'Tier 2', 2127.8968);
INSERT INTO locationTypeSales VALUES('NCD54', 'OUT017', 'Tier 2', 1444.786);
INSERT INTO locationTypeSales VALUES('FDM34', 'OUT027', 'Tier 3', 3279.065);
INSERT INTO locationTypeSales VALUES('FDL57', 'OUT013', 'Tier 3', 5424.9384);
INSERT INTO locationTypeSales VALUES('NCD30', 'OUT013', 'Tier 3', 1859.5794);
INSERT INTO locationTypeSales VALUES('FDH17', 'OUT046', 'Tier 1', 2055.3246);
INSERT INTO locationTypeSales VALUES('FDD57', 'OUT035', 'Tier 2', 1332.9316);
INSERT INTO locationTypeSales VALUES('FDC58', 'OUT018', 'Tier 3', 878.856);
INSERT INTO locationTypeSales VALUES('FDX47', 'OUT046', 'Tier 1', 2514.0608);
INSERT INTO locationTypeSales VALUES('FDC50', 'OUT045', 'Tier 2', 1428.141);
INSERT INTO locationTypeSales VALUES('NCS53', 'OUT027', 'Tier 3', 6021.4952);
INSERT INTO locationTypeSales VALUES('FDY13', 'OUT018', 'Tier 3', 612.536);
INSERT INTO locationTypeSales VALUES('FDP44', 'OUT035', 'Tier 2', 1537.998);
INSERT INTO locationTypeSales VALUES('FDH60', 'OUT019', 'Tier 1', 392.822);
INSERT INTO locationTypeSales VALUES('FDR02', 'OUT010', 'Tier 3', 222.3772);
INSERT INTO locationTypeSales VALUES('FDK48', 'OUT027', 'Tier 3', 2783.7098);
INSERT INTO locationTypeSales VALUES('FDO24', 'OUT010', 'Tier 3', 792.302);
INSERT INTO locationTypeSales VALUES('FDE20', 'OUT013', 'Tier 3', 2376.906);
INSERT INTO locationTypeSales VALUES('FDM04', 'OUT046', 'Tier 1', 768.999);
INSERT INTO locationTypeSales VALUES('NCH07', 'OUT019', 'Tier 1', 316.9208);
INSERT INTO locationTypeSales VALUES('DRP35', 'OUT046', 'Tier 1', 3962.8416);
INSERT INTO locationTypeSales VALUES('FDO11', 'OUT046', 'Tier 1', 6723.2484);
INSERT INTO locationTypeSales VALUES('NCM30', 'OUT046', 'Tier 1', 701.7532);
INSERT INTO locationTypeSales VALUES('DRF27', 'OUT027', 'Tier 3', 1071.938);
INSERT INTO locationTypeSales VALUES('NCR18', 'OUT027', 'Tier 3', 767.0016);
INSERT INTO locationTypeSales VALUES('FDS48', 'OUT027', 'Tier 3', 3159.8868);
INSERT INTO locationTypeSales VALUES('FDO32', 'OUT049', 'Tier 1', 652.484);
INSERT INTO locationTypeSales VALUES('NCP05', 'OUT017', 'Tier 2', 2884.2456);
INSERT INTO locationTypeSales VALUES('FDF44', 'OUT027', 'Tier 3', 4828.3816);
INSERT INTO locationTypeSales VALUES('FDX56', 'OUT046', 'Tier 1', 3520.0846);
INSERT INTO locationTypeSales VALUES('FDE46', 'OUT027', 'Tier 3', 906.8196);
INSERT INTO locationTypeSales VALUES('FDQ09', 'OUT027', 'Tier 3', 4376.9692);
INSERT INTO locationTypeSales VALUES('NCB54', 'OUT013', 'Tier 3', 639.168);
INSERT INTO locationTypeSales VALUES('NCV18', 'OUT035', 'Tier 2', 3162.55);
INSERT INTO locationTypeSales VALUES('NCG55', 'OUT049', 'Tier 1', 2633.9048);
INSERT INTO locationTypeSales VALUES('FDV14', 'OUT035', 'Tier 2', 1054.6272);
INSERT INTO locationTypeSales VALUES('FDT31', 'OUT013', 'Tier 3', 3781.744);
INSERT INTO locationTypeSales VALUES('DRD12', 'OUT045', 'Tier 2', 638.5022);
INSERT INTO locationTypeSales VALUES('FDZ40', 'OUT018', 'Tier 3', 593.2278);
INSERT INTO locationTypeSales VALUES('DRI11', 'OUT010', 'Tier 3', 115.1834);
INSERT INTO locationTypeSales VALUES('FDP23', 'OUT045', 'Tier 2', 1959.4494);
INSERT INTO locationTypeSales VALUES('FDY02', 'OUT035', 'Tier 2', 1840.937);
INSERT INTO locationTypeSales VALUES('FDM03', 'OUT046', 'Tier 1', 750.3566);
INSERT INTO locationTypeSales VALUES('FDF35', 'OUT049', 'Tier 1', 750.3566);
INSERT INTO locationTypeSales VALUES('DRM37', 'OUT017', 'Tier 2', 7685.9952);
INSERT INTO locationTypeSales VALUES('NCV41', 'OUT049', 'Tier 1', 1768.3648);
INSERT INTO locationTypeSales VALUES('NCK53', 'OUT027', 'Tier 3', 3472.147);
INSERT INTO locationTypeSales VALUES('FDW23', 'OUT045', 'Tier 2', 540.6296);
INSERT INTO locationTypeSales VALUES('FDW12', 'OUT013', 'Tier 3', 1596.5884);
INSERT INTO locationTypeSales VALUES('FDG44', 'OUT035', 'Tier 2', 1024.6662);
INSERT INTO locationTypeSales VALUES('FDJ36', 'OUT035', 'Tier 2', 205.0664);
INSERT INTO locationTypeSales VALUES('FDX55', 'OUT046', 'Tier 1', 6096.0648);
INSERT INTO locationTypeSales VALUES('DRG13', 'OUT018', 'Tier 3', 3289.052);
INSERT INTO locationTypeSales VALUES('NCD06', 'OUT013', 'Tier 3', 699.09);
INSERT INTO locationTypeSales VALUES('FDW22', 'OUT027', 'Tier 3', 6207.9192);
INSERT INTO locationTypeSales VALUES('FDD33', 'OUT045', 'Tier 2', 3950.1914);
INSERT INTO locationTypeSales VALUES('FDG24', 'OUT035', 'Tier 2', 1331.6);
INSERT INTO locationTypeSales VALUES('FDE05', 'OUT046', 'Tier 1', 3062.0142);
INSERT INTO locationTypeSales VALUES('FDZ12', 'OUT046', 'Tier 1', 4294.41);
INSERT INTO locationTypeSales VALUES('FDX37', 'OUT010', 'Tier 3', 399.48);
INSERT INTO locationTypeSales VALUES('FDE44', 'OUT035', 'Tier 2', 739.038);
INSERT INTO locationTypeSales VALUES('FDS52', 'OUT019', 'Tier 1', 101.2016);
INSERT INTO locationTypeSales VALUES('FDO39', 'OUT018', 'Tier 3', 4042.7376);
INSERT INTO locationTypeSales VALUES('FDI32', 'OUT045', 'Tier 2', 2764.4016);
INSERT INTO locationTypeSales VALUES('FDV28', 'OUT017', 'Tier 2', 339.558);
INSERT INTO locationTypeSales VALUES('NCP53', 'OUT017', 'Tier 2', 3089.9778);
INSERT INTO locationTypeSales VALUES('NCN43', 'OUT049', 'Tier 1', 1231.73);
INSERT INTO locationTypeSales VALUES('NCI31', 'OUT019', 'Tier 1', 109.857);
INSERT INTO locationTypeSales VALUES('FDK55', 'OUT045', 'Tier 2', 892.172);
INSERT INTO locationTypeSales VALUES('FDC17', 'OUT017', 'Tier 2', 5049.4272);
INSERT INTO locationTypeSales VALUES('FDV28', 'OUT035', 'Tier 2', 1018.674);
INSERT INTO locationTypeSales VALUES('FDY26', 'OUT018', 'Tier 3', 2540.6928);
INSERT INTO locationTypeSales VALUES('NCU06', 'OUT049', 'Tier 1', 3215.814);
INSERT INTO locationTypeSales VALUES('FDV16', 'OUT019', 'Tier 1', 135.8232);
INSERT INTO locationTypeSales VALUES('FDY31', 'OUT045', 'Tier 2', 3089.9778);
INSERT INTO locationTypeSales VALUES('DRE37', 'OUT049', 'Tier 1', 2836.308);
INSERT INTO locationTypeSales VALUES('FDH33', 'OUT035', 'Tier 2', 703.0848);
INSERT INTO locationTypeSales VALUES('FDA46', 'OUT035', 'Tier 2', 2527.3768);
INSERT INTO locationTypeSales VALUES('FDP12', 'OUT035', 'Tier 2', 282.2992);
INSERT INTO locationTypeSales VALUES('FDJ09', 'OUT049', 'Tier 1', 679.116);
INSERT INTO locationTypeSales VALUES('NCS54', 'OUT027', 'Tier 3', 6528.169);
INSERT INTO locationTypeSales VALUES('FDJ33', 'OUT027', 'Tier 3', 2586.633);
INSERT INTO locationTypeSales VALUES('FDF32', 'OUT010', 'Tier 3', 790.9704);
INSERT INTO locationTypeSales VALUES('FDN24', 'OUT019', 'Tier 1', 272.978);
INSERT INTO locationTypeSales VALUES('FDX21', 'OUT035', 'Tier 2', 1091.912);
INSERT INTO locationTypeSales VALUES('FDC57', 'OUT013', 'Tier 3', 1158.492);
INSERT INTO locationTypeSales VALUES('NCZ06', 'OUT018', 'Tier 3', 5327.0658);
INSERT INTO locationTypeSales VALUES('FDY56', 'OUT013', 'Tier 3', 4288.4178);
INSERT INTO locationTypeSales VALUES('NCH07', 'OUT049', 'Tier 1', 4119.9704);
INSERT INTO locationTypeSales VALUES('FDS44', 'OUT018', 'Tier 3', 4566.7222);
INSERT INTO locationTypeSales VALUES('FDY33', 'OUT049', 'Tier 1', 1750.3882);
INSERT INTO locationTypeSales VALUES('FDZ48', 'OUT045', 'Tier 2', 1006.6896);
INSERT INTO locationTypeSales VALUES('FDY48', 'OUT045', 'Tier 2', 1435.4648);
INSERT INTO locationTypeSales VALUES('FDK16', 'OUT027', 'Tier 3', 3903.5854);
INSERT INTO locationTypeSales VALUES('FDT16', 'OUT046', 'Tier 1', 4685.9004);
INSERT INTO locationTypeSales VALUES('FDC26', 'OUT010', 'Tier 3', 111.1886);
INSERT INTO locationTypeSales VALUES('DRJ47', 'OUT018', 'Tier 3', 2596.62);
INSERT INTO locationTypeSales VALUES('FDQ04', 'OUT010', 'Tier 3', 41.2796);
INSERT INTO locationTypeSales VALUES('FDN40', 'OUT046', 'Tier 1', 1999.3974);
INSERT INTO locationTypeSales VALUES('FDS39', 'OUT013', 'Tier 3', 2707.1428);
INSERT INTO locationTypeSales VALUES('FDC11', 'OUT018', 'Tier 3', 1427.4752);
INSERT INTO locationTypeSales VALUES('FDQ39', 'OUT010', 'Tier 3', 191.0846);
INSERT INTO locationTypeSales VALUES('FDB33', 'OUT049', 'Tier 1', 3819.0288);
INSERT INTO locationTypeSales VALUES('FDU27', 'OUT010', 'Tier 3', 47.9376);
INSERT INTO locationTypeSales VALUES('FDM44', 'OUT045', 'Tier 2', 1444.786);
INSERT INTO locationTypeSales VALUES('FDT32', 'OUT035', 'Tier 2', 5275.7992);
INSERT INTO locationTypeSales VALUES('DRC13', 'OUT018', 'Tier 3', 985.384);
INSERT INTO locationTypeSales VALUES('NCO07', 'OUT046', 'Tier 1', 1065.28);
INSERT INTO locationTypeSales VALUES('FDJ16', 'OUT018', 'Tier 3', 926.7936);
INSERT INTO locationTypeSales VALUES('FDB22', 'OUT027', 'Tier 3', 2768.3964);
INSERT INTO locationTypeSales VALUES('NCS30', 'OUT045', 'Tier 2', 2841.6344);
INSERT INTO locationTypeSales VALUES('FDQ59', 'OUT027', 'Tier 3', 3020.0688);
INSERT INTO locationTypeSales VALUES('FDI38', 'OUT049', 'Tier 1', 5797.7864);
INSERT INTO locationTypeSales VALUES('FDR52', 'OUT035', 'Tier 2', 4012.7766);
INSERT INTO locationTypeSales VALUES('FDT15', 'OUT018', 'Tier 3', 2929.52);
INSERT INTO locationTypeSales VALUES('FDR52', 'OUT019', 'Tier 1', 191.0846);
INSERT INTO locationTypeSales VALUES('FDS60', 'OUT018', 'Tier 3', 2157.192);
INSERT INTO locationTypeSales VALUES('FDK52', 'OUT018', 'Tier 3', 4965.5364);
INSERT INTO locationTypeSales VALUES('FDA04', 'OUT045', 'Tier 2', 2848.9582);
INSERT INTO locationTypeSales VALUES('NCQ53', 'OUT045', 'Tier 2', 6145.334);
INSERT INTO locationTypeSales VALUES('FDN28', 'OUT018', 'Tier 3', 1960.781);
INSERT INTO locationTypeSales VALUES('FDU12', 'OUT019', 'Tier 1', 790.9704);
INSERT INTO locationTypeSales VALUES('FDT03', 'OUT045', 'Tier 2', 367.5216);
INSERT INTO locationTypeSales VALUES('FDY57', 'OUT046', 'Tier 1', 1821.6288);
INSERT INTO locationTypeSales VALUES('FDH56', 'OUT013', 'Tier 3', 1737.738);
INSERT INTO locationTypeSales VALUES('DRM23', 'OUT018', 'Tier 3', 2241.7486);
INSERT INTO locationTypeSales VALUES('FDZ07', 'OUT019', 'Tier 1', 61.9194);
INSERT INTO locationTypeSales VALUES('FDK40', 'OUT045', 'Tier 2', 3681.874);
INSERT INTO locationTypeSales VALUES('FDU04', 'OUT046', 'Tier 1', 2802.3522);
INSERT INTO locationTypeSales VALUES('DRL37', 'OUT017', 'Tier 2', 649.155);
INSERT INTO locationTypeSales VALUES('FDT26', 'OUT027', 'Tier 3', 1078.596);
INSERT INTO locationTypeSales VALUES('FDT24', 'OUT045', 'Tier 2', 1390.1904);
INSERT INTO locationTypeSales VALUES('FDX57', 'OUT027', 'Tier 3', 2624.5836);
INSERT INTO locationTypeSales VALUES('FDA55', 'OUT019', 'Tier 1', 447.4176);
INSERT INTO locationTypeSales VALUES('NCN05', 'OUT045', 'Tier 2', 2929.52);
INSERT INTO locationTypeSales VALUES('FDR58', 'OUT045', 'Tier 2', 1665.8316);
INSERT INTO locationTypeSales VALUES('FDX47', 'OUT013', 'Tier 3', 1571.288);
INSERT INTO locationTypeSales VALUES('NCH54', 'OUT018', 'Tier 3', 1917.504);
INSERT INTO locationTypeSales VALUES('NCH42', 'OUT035', 'Tier 2', 3904.917);
INSERT INTO locationTypeSales VALUES('FDH56', 'OUT045', 'Tier 2', 2316.984);
INSERT INTO locationTypeSales VALUES('FDQ48', 'OUT018', 'Tier 3', 685.1082);
INSERT INTO locationTypeSales VALUES('FDN20', 'OUT017', 'Tier 2', 3705.8428);
INSERT INTO locationTypeSales VALUES('FDA15', 'OUT013', 'Tier 3', 6474.2392);
INSERT INTO locationTypeSales VALUES('FDS48', 'OUT019', 'Tier 1', 150.4708);
INSERT INTO locationTypeSales VALUES('FDW02', 'OUT018', 'Tier 3', 3629.9416);
INSERT INTO locationTypeSales VALUES('FDN03', 'OUT027', 'Tier 3', 6759.2016);
INSERT INTO locationTypeSales VALUES('FDF57', 'OUT017', 'Tier 2', 2045.3376);
INSERT INTO locationTypeSales VALUES('DRM37', 'OUT035', 'Tier 2', 4729.8432);
INSERT INTO locationTypeSales VALUES('NCD54', 'OUT046', 'Tier 1', 866.8716);
INSERT INTO locationTypeSales VALUES('NCQ42', 'OUT027', 'Tier 3', 3179.195);
INSERT INTO locationTypeSales VALUES('FDW49', 'OUT035', 'Tier 2', 2149.2024);
INSERT INTO locationTypeSales VALUES('DRI03', 'OUT013', 'Tier 3', 4604.6728);
INSERT INTO locationTypeSales VALUES('FDD14', 'OUT045', 'Tier 2', 2581.9724);
INSERT INTO locationTypeSales VALUES('FDN02', 'OUT046', 'Tier 1', 2484.7656);
INSERT INTO locationTypeSales VALUES('FDQ45', 'OUT027', 'Tier 3', 5329.0632);
INSERT INTO locationTypeSales VALUES('FDX56', 'OUT018', 'Tier 3', 4141.276);
INSERT INTO locationTypeSales VALUES('FDE51', 'OUT019', 'Tier 1', 44.6086);
INSERT INTO locationTypeSales VALUES('FDT47', 'OUT045', 'Tier 2', 2332.9632);
INSERT INTO locationTypeSales VALUES('FDM22', 'OUT035', 'Tier 2', 1118.544);
INSERT INTO locationTypeSales VALUES('FDB27', 'OUT045', 'Tier 2', 1576.6144);
INSERT INTO locationTypeSales VALUES('FDE02', 'OUT027', 'Tier 3', 2910.2118);
INSERT INTO locationTypeSales VALUES('FDD38', 'OUT035', 'Tier 2', 2852.2872);
INSERT INTO locationTypeSales VALUES('FDF34', 'OUT017', 'Tier 2', 3372.9428);
INSERT INTO locationTypeSales VALUES('FDP15', 'OUT010', 'Tier 3', 1281.665);
INSERT INTO locationTypeSales VALUES('NCI29', 'OUT017', 'Tier 2', 2127.231);
INSERT INTO locationTypeSales VALUES('FDU27', 'OUT017', 'Tier 2', 767.0016);
INSERT INTO locationTypeSales VALUES('NCD55', 'OUT027', 'Tier 3', 293.6178);
INSERT INTO locationTypeSales VALUES('FDU37', 'OUT046', 'Tier 1', 1038.648);
INSERT INTO locationTypeSales VALUES('FDA01', 'OUT017', 'Tier 2', 1581.9408);
INSERT INTO locationTypeSales VALUES('FDS13', 'OUT045', 'Tier 2', 3444.8492);
INSERT INTO locationTypeSales VALUES('FDK55', 'OUT018', 'Tier 3', 1695.1268);
INSERT INTO locationTypeSales VALUES('FDR36', 'OUT035', 'Tier 2', 545.2902);
INSERT INTO locationTypeSales VALUES('DRK49', 'OUT049', 'Tier 1', 162.4552);
INSERT INTO locationTypeSales VALUES('DRM23', 'OUT027', 'Tier 3', 6207.9192);
INSERT INTO locationTypeSales VALUES('FDH47', 'OUT010', 'Tier 3', 97.2068);
INSERT INTO locationTypeSales VALUES('FDZ21', 'OUT018', 'Tier 3', 675.787);
INSERT INTO locationTypeSales VALUES('FDI57', 'OUT017', 'Tier 2', 4532.7664);
INSERT INTO locationTypeSales VALUES('FDK26', 'OUT019', 'Tier 1', 1304.968);
INSERT INTO locationTypeSales VALUES('FDQ36', 'OUT035', 'Tier 2', 447.4176);
INSERT INTO locationTypeSales VALUES('FDJ58', 'OUT019', 'Tier 1', 858.882);
INSERT INTO locationTypeSales VALUES('FDD45', 'OUT045', 'Tier 2', 1134.5232);
INSERT INTO locationTypeSales VALUES('FDG50', 'OUT045', 'Tier 2', 2189.1504);
INSERT INTO locationTypeSales VALUES('FDO36', 'OUT019', 'Tier 1', 179.766);
INSERT INTO locationTypeSales VALUES('NCW42', 'OUT018', 'Tier 3', 3094.6384);
INSERT INTO locationTypeSales VALUES('NCH18', 'OUT010', 'Tier 3', 982.7208);
INSERT INTO locationTypeSales VALUES('FDY59', 'OUT027', 'Tier 3', 1018.0082);
INSERT INTO locationTypeSales VALUES('NCO42', 'OUT045', 'Tier 2', 1603.9122);
INSERT INTO locationTypeSales VALUES('FDM45', 'OUT017', 'Tier 2', 2181.1608);
INSERT INTO locationTypeSales VALUES('NCV29', 'OUT010', 'Tier 3', 711.0744);
INSERT INTO locationTypeSales VALUES('FDT08', 'OUT027', 'Tier 3', 2996.1);
INSERT INTO locationTypeSales VALUES('NCQ43', 'OUT019', 'Tier 1', 218.3824);
INSERT INTO locationTypeSales VALUES('NCA54', 'OUT013', 'Tier 3', 3247.7724);
INSERT INTO locationTypeSales VALUES('FDW55', 'OUT035', 'Tier 2', 6723.2484);
INSERT INTO locationTypeSales VALUES('FDI10', 'OUT027', 'Tier 3', 3448.844);
INSERT INTO locationTypeSales VALUES('NCS53', 'OUT019', 'Tier 1', 316.9208);
INSERT INTO locationTypeSales VALUES('FDZ35', 'OUT027', 'Tier 3', 3199.169);
INSERT INTO locationTypeSales VALUES('FDF10', 'OUT013', 'Tier 3', 3972.8286);
INSERT INTO locationTypeSales VALUES('FDO38', 'OUT017', 'Tier 2', 778.986);
INSERT INTO locationTypeSales VALUES('FDY45', 'OUT017', 'Tier 2', 3815.034);
INSERT INTO locationTypeSales VALUES('FDC40', 'OUT018', 'Tier 3', 1791.6678);
INSERT INTO locationTypeSales VALUES('NCO54', 'OUT049', 'Tier 1', 1436.7964);
INSERT INTO locationTypeSales VALUES('FDQ14', 'OUT018', 'Tier 3', 1797.66);
INSERT INTO locationTypeSales VALUES('FDM10', 'OUT013', 'Tier 3', 3846.9924);
INSERT INTO locationTypeSales VALUES('DRK23', 'OUT017', 'Tier 2', 7084.112);
INSERT INTO locationTypeSales VALUES('NCR17', 'OUT013', 'Tier 3', 2085.2856);
INSERT INTO locationTypeSales VALUES('FDG31', 'OUT019', 'Tier 1', 193.7478);
INSERT INTO locationTypeSales VALUES('FDH02', 'OUT045', 'Tier 2', 996.0368);
INSERT INTO locationTypeSales VALUES('DRH37', 'OUT017', 'Tier 2', 3124.5994);
INSERT INTO locationTypeSales VALUES('DRC36', 'OUT017', 'Tier 2', 4377.635);
INSERT INTO locationTypeSales VALUES('FDB56', 'OUT045', 'Tier 2', 3567.3564);
INSERT INTO locationTypeSales VALUES('NCK54', 'OUT045', 'Tier 2', 1048.635);
INSERT INTO locationTypeSales VALUES('NCQ17', 'OUT013', 'Tier 3', 2816.334);
INSERT INTO locationTypeSales VALUES('FDM13', 'OUT018', 'Tier 3', 524.6504);
INSERT INTO locationTypeSales VALUES('FDT44', 'OUT018', 'Tier 3', 1178.466);
INSERT INTO locationTypeSales VALUES('FDO28', 'OUT019', 'Tier 1', 120.5098);
INSERT INTO locationTypeSales VALUES('NCK07', 'OUT017', 'Tier 2', 3946.8624);
INSERT INTO locationTypeSales VALUES('NCP05', 'OUT046', 'Tier 1', 1366.2216);
INSERT INTO locationTypeSales VALUES('FDX11', 'OUT046', 'Tier 1', 1090.5804);
INSERT INTO locationTypeSales VALUES('FDS52', 'OUT045', 'Tier 2', 607.2096);
INSERT INTO locationTypeSales VALUES('FDB14', 'OUT045', 'Tier 2', 1304.968);
INSERT INTO locationTypeSales VALUES('NCY06', 'OUT027', 'Tier 3', 1565.9616);
INSERT INTO locationTypeSales VALUES('FDS45', 'OUT017', 'Tier 2', 2328.9684);
INSERT INTO locationTypeSales VALUES('DRF23', 'OUT046', 'Tier 1', 1221.0772);
INSERT INTO locationTypeSales VALUES('FDD33', 'OUT027', 'Tier 3', 6970.926);
INSERT INTO locationTypeSales VALUES('NCA53', 'OUT018', 'Tier 3', 777.6544);
INSERT INTO locationTypeSales VALUES('FDC46', 'OUT035', 'Tier 2', 2950.8256);
INSERT INTO locationTypeSales VALUES('NCW41', 'OUT035', 'Tier 2', 3961.51);
INSERT INTO locationTypeSales VALUES('FDZ39', 'OUT018', 'Tier 3', 309.597);
INSERT INTO locationTypeSales VALUES('FDE51', 'OUT017', 'Tier 2', 758.3462);
INSERT INTO locationTypeSales VALUES('FDG32', 'OUT027', 'Tier 3', 9562.2196);
INSERT INTO locationTypeSales VALUES('NCK07', 'OUT045', 'Tier 2', 1644.526);
INSERT INTO locationTypeSales VALUES('NCQ41', 'OUT035', 'Tier 2', 3901.588);
INSERT INTO locationTypeSales VALUES('FDL36', 'OUT045', 'Tier 2', 1617.894);
INSERT INTO locationTypeSales VALUES('FDQ26', 'OUT049', 'Tier 1', 711.0744);
INSERT INTO locationTypeSales VALUES('FDR02', 'OUT017', 'Tier 2', 3335.658);
INSERT INTO locationTypeSales VALUES('FDV59', 'OUT018', 'Tier 3', 3265.749);
INSERT INTO locationTypeSales VALUES('FDZ33', 'OUT010', 'Tier 3', 739.038);
INSERT INTO locationTypeSales VALUES('NCT41', 'OUT045', 'Tier 2', 2580.6408);
INSERT INTO locationTypeSales VALUES('FDB17', 'OUT010', 'Tier 3', 181.0976);
INSERT INTO locationTypeSales VALUES('FDN44', 'OUT046', 'Tier 1', 1597.92);
INSERT INTO locationTypeSales VALUES('FDE45', 'OUT013', 'Tier 3', 4656.6052);
INSERT INTO locationTypeSales VALUES('FDG47', 'OUT017', 'Tier 2', 2885.5772);
INSERT INTO locationTypeSales VALUES('NCP02', 'OUT027', 'Tier 3', 2192.4794);
INSERT INTO locationTypeSales VALUES('FDW02', 'OUT046', 'Tier 1', 3880.2824);
INSERT INTO locationTypeSales VALUES('NCM53', 'OUT046', 'Tier 1', 2024.032);
INSERT INTO locationTypeSales VALUES('FDD47', 'OUT013', 'Tier 3', 3238.4512);
INSERT INTO locationTypeSales VALUES('FDE28', 'OUT035', 'Tier 2', 4146.6024);
INSERT INTO locationTypeSales VALUES('FDV12', 'OUT018', 'Tier 3', 2463.46);
INSERT INTO locationTypeSales VALUES('FDE36', 'OUT018', 'Tier 3', 2293.0152);
INSERT INTO locationTypeSales VALUES('FDU45', 'OUT046', 'Tier 1', 3301.7022);
INSERT INTO locationTypeSales VALUES('FDP28', 'OUT013', 'Tier 3', 3914.904);
INSERT INTO locationTypeSales VALUES('FDH33', 'OUT045', 'Tier 2', 703.0848);
INSERT INTO locationTypeSales VALUES('FDO44', 'OUT035', 'Tier 2', 663.1368);
INSERT INTO locationTypeSales VALUES('FDR07', 'OUT019', 'Tier 1', 190.4188);
INSERT INTO locationTypeSales VALUES('FDJ45', 'OUT035', 'Tier 2', 830.9184);
INSERT INTO locationTypeSales VALUES('FDS59', 'OUT010', 'Tier 3', 329.571);
INSERT INTO locationTypeSales VALUES('FDU34', 'OUT013', 'Tier 3', 2365.5874);
INSERT INTO locationTypeSales VALUES('NCL06', 'OUT010', 'Tier 3', 523.3188);
