INSERT INTO typeMrpSales VALUES('FDA15', 'OUT049', 'Dairy', 249.8092);
INSERT INTO typeMrpSales VALUES('FDJ46', 'OUT018', 'Snack Foods', 174.0054);
INSERT INTO typeMrpSales VALUES('FDD38', 'OUT010', 'Canned', 100.2674);
INSERT INTO typeMrpSales VALUES('FDS37', 'OUT045', 'Canned', 117.2492);
INSERT INTO typeMrpSales VALUES('FDY60', 'OUT045', 'Baking Goods', 145.2128);
INSERT INTO typeMrpSales VALUES('FDP13', 'OUT018', 'Canned', 41.948);
INSERT INTO typeMrpSales VALUES('FDM28', 'OUT045', 'Frozen Foods', 181.366);
INSERT INTO typeMrpSales VALUES('FDY33', 'OUT017', 'Snack Foods', 159.7262);
INSERT INTO typeMrpSales VALUES('NCM54', 'OUT013', 'Household', 125.5678);
INSERT INTO typeMrpSales VALUES('FDK04', 'OUT046', 'Frozen Foods', 58.5588);
INSERT INTO typeMrpSales VALUES('NCI42', 'OUT035', 'Household', 207.1954);
INSERT INTO typeMrpSales VALUES('FDF45', 'OUT018', 'Fruits and Vegetables', 59.9904);
INSERT INTO typeMrpSales VALUES('FDN56', 'OUT049', 'Fruits and Vegetables', 144.8786);
INSERT INTO typeMrpSales VALUES('FDR56', 'OUT017', 'Fruits and Vegetables', 196.5768);
INSERT INTO typeMrpSales VALUES('FDX40', 'OUT046', 'Frozen Foods', 39.3164);
INSERT INTO typeMrpSales VALUES('FDB34', 'OUT017', 'Snack Foods', 86.0198);
INSERT INTO typeMrpSales VALUES('FDY47', 'OUT045', 'Breads', 130.531);
INSERT INTO typeMrpSales VALUES('DRB01', 'OUT013', 'Soft Drinks', 190.953);
INSERT INTO typeMrpSales VALUES('FDR51', 'OUT045', 'Meat', 151.4708);
INSERT INTO typeMrpSales VALUES('FDR48', 'OUT049', 'Baking Goods', 152.3024);
INSERT INTO typeMrpSales VALUES('FDZ25', 'OUT013', 'Canned', 171.179);
INSERT INTO typeMrpSales VALUES('FDJ04', 'OUT045', 'Frozen Foods', 120.3124);
INSERT INTO typeMrpSales VALUES('NCG07', 'OUT027', 'Household', 190.853);
INSERT INTO typeMrpSales VALUES('FDB52', 'OUT018', 'Dairy', 257.4672);
INSERT INTO typeMrpSales VALUES('FDH14', 'OUT045', 'Canned', 142.0838);
INSERT INTO typeMrpSales VALUES('NCY17', 'OUT046', 'Health and Hygiene', 43.0086);
INSERT INTO typeMrpSales VALUES('FDX31', 'OUT045', 'Fruits and Vegetables', 234.4958);
INSERT INTO typeMrpSales VALUES('FDN12', 'OUT046', 'Baking Goods', 112.3544);
INSERT INTO typeMrpSales VALUES('FDG56', 'OUT018', 'Fruits and Vegetables', 59.7536);
INSERT INTO typeMrpSales VALUES('FDP23', 'OUT018', 'Breads', 218.3166);
INSERT INTO typeMrpSales VALUES('FDC47', 'OUT045', 'Snack Foods', 226.9694);
INSERT INTO typeMrpSales VALUES('FDW25', 'OUT027', 'Canned', 86.8224);
INSERT INTO typeMrpSales VALUES('NCR42', 'OUT045', 'Household', 33.89);
INSERT INTO typeMrpSales VALUES('DRO59', 'OUT049', 'Hard Drinks', 75.4012);
INSERT INTO typeMrpSales VALUES('FDT60', 'OUT018', 'Baking Goods', 124.5388);
INSERT INTO typeMrpSales VALUES('FDE32', 'OUT018', 'Fruits and Vegetables', 37.8506);
INSERT INTO typeMrpSales VALUES('FDF21', 'OUT017', 'Fruits and Vegetables', 191.553);
INSERT INTO typeMrpSales VALUES('FDX04', 'OUT013', 'Frozen Foods', 46.0376);
INSERT INTO typeMrpSales VALUES('FDC22', 'OUT049', 'Snack Foods', 193.482);
INSERT INTO typeMrpSales VALUES('FDD39', 'OUT045', 'Dairy', 216.385);
INSERT INTO typeMrpSales VALUES('DRC36', 'OUT046', 'Soft Drinks', 175.0054);
INSERT INTO typeMrpSales VALUES('DRE01', 'OUT046', 'Soft Drinks', 241.7512);
INSERT INTO typeMrpSales VALUES('FDP37', 'OUT013', 'Breakfast', 130.3994);
INSERT INTO typeMrpSales VALUES('DRI01', 'OUT045', 'Soft Drinks', 173.7422);
INSERT INTO typeMrpSales VALUES('NCE19', 'OUT019', 'Household', 54.5956);
INSERT INTO typeMrpSales VALUES('NCS30', 'OUT017', 'Household', 128.9652);
INSERT INTO typeMrpSales VALUES('FDX31', 'OUT018', 'Fruits and Vegetables', 234.4958);
INSERT INTO typeMrpSales VALUES('FDH47', 'OUT046', 'Starchy Foods', 96.4068);
INSERT INTO typeMrpSales VALUES('FDY11', 'OUT018', 'Baking Goods', 65.0142);
INSERT INTO typeMrpSales VALUES('FDU23', 'OUT010', 'Breads', 166.0184);
INSERT INTO typeMrpSales VALUES('FDO19', 'OUT013', 'Fruits and Vegetables', 50.5034);
INSERT INTO typeMrpSales VALUES('FDP08', 'OUT013', 'Fruits and Vegetables', 193.9478);
INSERT INTO typeMrpSales VALUES('FDX19', 'OUT013', 'Fruits and Vegetables', 235.1958);
INSERT INTO typeMrpSales VALUES('FDJ28', 'OUT017', 'Frozen Foods', 191.2162);
INSERT INTO typeMrpSales VALUES('FDE29', 'OUT049', 'Frozen Foods', 62.0878);
INSERT INTO typeMrpSales VALUES('FDC14', 'OUT017', 'Canned', 40.0454);
INSERT INTO typeMrpSales VALUES('FDV44', 'OUT017', 'Fruits and Vegetables', 190.7188);
INSERT INTO typeMrpSales VALUES('NCF43', 'OUT017', 'Household', 141.947);
INSERT INTO typeMrpSales VALUES('NCY42', 'OUT013', 'Household', 144.047);
INSERT INTO typeMrpSales VALUES('NCZ06', 'OUT027', 'Household', 253.8698);
INSERT INTO typeMrpSales VALUES('FDB29', 'OUT035', 'Frozen Foods', 115.1176);
INSERT INTO typeMrpSales VALUES('FDL28', 'OUT013', 'Frozen Foods', 231.7668);
INSERT INTO typeMrpSales VALUES('FDF57', 'OUT045', 'Fruits and Vegetables', 168.6448);
INSERT INTO typeMrpSales VALUES('FDE44', 'OUT013', 'Fruits and Vegetables', 50.3692);
INSERT INTO typeMrpSales VALUES('FDU33', 'OUT027', 'Snack Foods', 45.3402);
INSERT INTO typeMrpSales VALUES('FDA08', 'OUT017', 'Fruits and Vegetables', 163.8526);
INSERT INTO typeMrpSales VALUES('NCC06', 'OUT046', 'Household', 127.1336);
INSERT INTO typeMrpSales VALUES('FDO32', 'OUT046', 'Fruits and Vegetables', 45.806);
INSERT INTO typeMrpSales VALUES('FDU39', 'OUT046', 'Meat', 58.4562);
INSERT INTO typeMrpSales VALUES('NCK18', 'OUT018', 'Household', 165.9184);
INSERT INTO typeMrpSales VALUES('FDI26', 'OUT049', 'Canned', 177.3344);
INSERT INTO typeMrpSales VALUES('DRE37', 'OUT046', 'Soft Drinks', 189.9872);
INSERT INTO typeMrpSales VALUES('NCN26', 'OUT010', 'Household', 117.5808);
INSERT INTO typeMrpSales VALUES('FDS16', 'OUT035', 'Frozen Foods', 147.376);
INSERT INTO typeMrpSales VALUES('FDE40', 'OUT018', 'Dairy', 62.4194);
INSERT INTO typeMrpSales VALUES('FDP03', 'OUT017', 'Meat', 122.9388);
INSERT INTO typeMrpSales VALUES('FDA27', 'OUT049', 'Dairy', 253.9672);
INSERT INTO typeMrpSales VALUES('FDJ12', 'OUT049', 'Baking Goods', 208.8296);
INSERT INTO typeMrpSales VALUES('FDT03', 'OUT018', 'Meat', 181.7608);
INSERT INTO typeMrpSales VALUES('FDF50', 'OUT035', 'Canned', 195.7768);
INSERT INTO typeMrpSales VALUES('FDC51', 'OUT045', 'Dairy', 124.173);
INSERT INTO typeMrpSales VALUES('NCL55', 'OUT019', 'Others', 254.604);
INSERT INTO typeMrpSales VALUES('FDZ23', 'OUT035', 'Baking Goods', 185.224);
INSERT INTO typeMrpSales VALUES('FDW24', 'OUT045', 'Baking Goods', 50.2034);
INSERT INTO typeMrpSales VALUES('FDH21', 'OUT035', 'Seafood', 156.9604);
INSERT INTO typeMrpSales VALUES('NCQ41', 'OUT010', 'Health and Hygiene', 193.5794);
INSERT INTO typeMrpSales VALUES('FDH48', 'OUT018', 'Baking Goods', 84.554);
INSERT INTO typeMrpSales VALUES('FDX11', 'OUT035', 'Baking Goods', 183.6634);
INSERT INTO typeMrpSales VALUES('FDK33', 'OUT013', 'Snack Foods', 211.956);
INSERT INTO typeMrpSales VALUES('FDV36', 'OUT045', 'Baking Goods', 127.102);
INSERT INTO typeMrpSales VALUES('NCW41', 'OUT045', 'Health and Hygiene', 159.3604);
INSERT INTO typeMrpSales VALUES('FDU32', 'OUT019', 'Fruits and Vegetables', 120.8414);
INSERT INTO typeMrpSales VALUES('FDE36', 'OUT045', 'Baking Goods', 162.7868);
INSERT INTO typeMrpSales VALUES('FDO27', 'OUT045', 'Meat', 94.9752);
INSERT INTO typeMrpSales VALUES('FDW27', 'OUT045', 'Meat', 156.6314);
INSERT INTO typeMrpSales VALUES('FDJ48', 'OUT027', 'Baking Goods', 246.9118);
INSERT INTO typeMrpSales VALUES('FDR11', 'OUT013', 'Breads', 161.1578);
INSERT INTO typeMrpSales VALUES('FDV07', 'OUT018', 'Fruits and Vegetables', 110.3228);
INSERT INTO typeMrpSales VALUES('FDO50', 'OUT027', 'Canned', 93.0804);
INSERT INTO typeMrpSales VALUES('FDN04', 'OUT017', 'Frozen Foods', 178.2344);
INSERT INTO typeMrpSales VALUES('FDZ08', 'OUT045', 'Fruits and Vegetables', 81.8592);
INSERT INTO typeMrpSales VALUES('FDD05', 'OUT018', 'Frozen Foods', 119.3098);
INSERT INTO typeMrpSales VALUES('FDV60', 'OUT035', 'Baking Goods', 195.011);
INSERT INTO typeMrpSales VALUES('NCG30', 'OUT013', 'Household', 123.5046);
INSERT INTO typeMrpSales VALUES('FDX37', 'OUT027', 'Canned', 100.57);
INSERT INTO typeMrpSales VALUES('FDW24', 'OUT049', 'Baking Goods', 49.6034);
INSERT INTO typeMrpSales VALUES('DRM48', 'OUT027', 'Soft Drinks', 39.1848);
INSERT INTO typeMrpSales VALUES('FDF46', 'OUT027', 'Snack Foods', 116.7834);
INSERT INTO typeMrpSales VALUES('NCY54', 'OUT035', 'Household', 170.5422);
INSERT INTO typeMrpSales VALUES('FDS35', 'OUT017', 'Breads', 64.6826);
INSERT INTO typeMrpSales VALUES('FDB04', 'OUT035', 'Dairy', 88.3856);
INSERT INTO typeMrpSales VALUES('NCK05', 'OUT017', 'Health and Hygiene', 59.3536);
INSERT INTO typeMrpSales VALUES('FDT46', 'OUT010', 'Snack Foods', 49.0008);
INSERT INTO typeMrpSales VALUES('FDP52', 'OUT027', 'Frozen Foods', 228.601);
INSERT INTO typeMrpSales VALUES('NCR17', 'OUT017', 'Health and Hygiene', 117.5492);
INSERT INTO typeMrpSales VALUES('NCN54', 'OUT017', 'Household', 76.3328);
INSERT INTO typeMrpSales VALUES('FDX12', 'OUT035', 'Baking Goods', 241.2196);
INSERT INTO typeMrpSales VALUES('DRL23', 'OUT035', 'Hard Drinks', 105.2938);
INSERT INTO typeMrpSales VALUES('DRN47', 'OUT045', 'Hard Drinks', 179.866);
INSERT INTO typeMrpSales VALUES('FDM25', 'OUT013', 'Breakfast', 174.0712);
INSERT INTO typeMrpSales VALUES('FDF52', 'OUT027', 'Frozen Foods', 184.2292);
INSERT INTO typeMrpSales VALUES('FDU21', 'OUT045', 'Snack Foods', 33.1558);
INSERT INTO typeMrpSales VALUES('FDI15', 'OUT017', 'Dairy', 263.5884);
INSERT INTO typeMrpSales VALUES('FDJ09', 'OUT018', 'Snack Foods', 46.4744);
INSERT INTO typeMrpSales VALUES('FDW03', 'OUT046', 'Meat', 105.1306);
INSERT INTO typeMrpSales VALUES('FDA07', 'OUT049', 'Fruits and Vegetables', 124.3072);
INSERT INTO typeMrpSales VALUES('FDU39', 'OUT017', 'Meat', 57.3562);
INSERT INTO typeMrpSales VALUES('FDI60', 'OUT045', 'Baking Goods', 61.951);
INSERT INTO typeMrpSales VALUES('FDK33', 'OUT045', 'Snack Foods', 211.656);
INSERT INTO typeMrpSales VALUES('FDN01', 'OUT049', 'Breakfast', 177.437);
INSERT INTO typeMrpSales VALUES('FDV38', 'OUT013', 'Dairy', 54.6956);
INSERT INTO typeMrpSales VALUES('NCV06', 'OUT013', 'Household', 194.2478);
INSERT INTO typeMrpSales VALUES('FDQ34', 'OUT046', 'Snack Foods', 107.8622);
INSERT INTO typeMrpSales VALUES('DRK37', 'OUT045', 'Soft Drinks', 189.853);
INSERT INTO typeMrpSales VALUES('NCY53', 'OUT013', 'Health and Hygiene', 110.2544);
INSERT INTO typeMrpSales VALUES('FDD53', 'OUT027', 'Frozen Foods', 43.7454);
INSERT INTO typeMrpSales VALUES('FDV49', 'OUT049', 'Canned', 264.6226);
INSERT INTO typeMrpSales VALUES('FDY36', 'OUT019', 'Baking Goods', 74.338);
INSERT INTO typeMrpSales VALUES('FDH34', 'OUT046', 'Snack Foods', 185.7582);
INSERT INTO typeMrpSales VALUES('NCD07', 'OUT017', 'Household', 115.4518);
INSERT INTO typeMrpSales VALUES('FDB51', 'OUT013', 'Dairy', 62.5852);
INSERT INTO typeMrpSales VALUES('NCH42', 'OUT010', 'Household', 228.401);
INSERT INTO typeMrpSales VALUES('NCI31', 'OUT035', 'Others', 37.819);
INSERT INTO typeMrpSales VALUES('FDL56', 'OUT035', 'Fruits and Vegetables', 87.1198);
INSERT INTO typeMrpSales VALUES('FDG29', 'OUT017', 'Frozen Foods', 41.7454);
INSERT INTO typeMrpSales VALUES('FDJ45', 'OUT018', 'Seafood', 35.1216);
INSERT INTO typeMrpSales VALUES('FDJ38', 'OUT017', 'Canned', 191.653);
INSERT INTO typeMrpSales VALUES('NCO05', 'OUT018', 'Health and Hygiene', 100.4384);
INSERT INTO typeMrpSales VALUES('FDW24', 'OUT010', 'Baking Goods', 50.4034);
INSERT INTO typeMrpSales VALUES('FDN34', 'OUT027', 'Snack Foods', 170.7132);
INSERT INTO typeMrpSales VALUES('FDH46', 'OUT049', 'Snack Foods', 103.1332);
INSERT INTO typeMrpSales VALUES('FDW39', 'OUT035', 'Meat', 175.137);
INSERT INTO typeMrpSales VALUES('DRK59', 'OUT027', 'Hard Drinks', 233.9616);
INSERT INTO typeMrpSales VALUES('FDU25', 'OUT045', 'Canned', 57.4246);
INSERT INTO typeMrpSales VALUES('FDC44', 'OUT013', 'Fruits and Vegetables', 115.1518);
INSERT INTO typeMrpSales VALUES('FDG17', 'OUT027', 'Frozen Foods', 246.2486);
INSERT INTO typeMrpSales VALUES('FDI45', 'OUT046', 'Fruits and Vegetables', 175.5054);
INSERT INTO typeMrpSales VALUES('FDK08', 'OUT013', 'Fruits and Vegetables', 100.1016);
INSERT INTO typeMrpSales VALUES('FDW36', 'OUT035', 'Baking Goods', 107.1622);
INSERT INTO typeMrpSales VALUES('FDL39', 'OUT035', 'Dairy', 180.9318);
INSERT INTO typeMrpSales VALUES('FDS13', 'OUT013', 'Canned', 266.1884);
INSERT INTO typeMrpSales VALUES('FDO57', 'OUT049', 'Snack Foods', 161.5578);
INSERT INTO typeMrpSales VALUES('FDS37', 'OUT017', 'Canned', 115.7492);
INSERT INTO typeMrpSales VALUES('FDV26', 'OUT013', 'Dairy', 193.5794);
INSERT INTO typeMrpSales VALUES('FDJ22', 'OUT013', 'Snack Foods', 189.7504);
INSERT INTO typeMrpSales VALUES('FDC16', 'OUT049', 'Dairy', 86.054);
INSERT INTO typeMrpSales VALUES('NCH42', 'OUT027', 'Household', 231.601);
INSERT INTO typeMrpSales VALUES('FDD46', 'OUT027', 'Snack Foods', 154.7998);
INSERT INTO typeMrpSales VALUES('FDT25', 'OUT035', 'Canned', 123.2072);
INSERT INTO typeMrpSales VALUES('FDR34', 'OUT045', 'Snack Foods', 229.1352);
INSERT INTO typeMrpSales VALUES('FDQ10', 'OUT027', 'Snack Foods', 170.4422);
INSERT INTO typeMrpSales VALUES('DRI03', 'OUT046', 'Dairy', 177.9028);
INSERT INTO typeMrpSales VALUES('FDB58', 'OUT027', 'Snack Foods', 143.7154);
INSERT INTO typeMrpSales VALUES('FDQ03', 'OUT049', 'Meat', 235.6248);
INSERT INTO typeMrpSales VALUES('DRD27', 'OUT049', 'Dairy', 97.4042);
INSERT INTO typeMrpSales VALUES('FDK33', 'OUT018', 'Snack Foods', 213.756);
INSERT INTO typeMrpSales VALUES('DRL23', 'OUT049', 'Hard Drinks', 107.5938);
INSERT INTO typeMrpSales VALUES('FDW32', 'OUT045', 'Fruits and Vegetables', 87.1882);
INSERT INTO typeMrpSales VALUES('NCL05', 'OUT046', 'Health and Hygiene', 44.677);
INSERT INTO typeMrpSales VALUES('DRB01', 'OUT027', 'Soft Drinks', 190.053);
INSERT INTO typeMrpSales VALUES('NCL06', 'OUT045', 'Household', 260.9594);
INSERT INTO typeMrpSales VALUES('FDH10', 'OUT018', 'Snack Foods', 195.3478);
INSERT INTO typeMrpSales VALUES('NCO14', 'OUT017', 'Household', 45.2086);
INSERT INTO typeMrpSales VALUES('FDV03', 'OUT049', 'Meat', 154.4314);
INSERT INTO typeMrpSales VALUES('FDW52', 'OUT017', 'Frozen Foods', 166.4526);
INSERT INTO typeMrpSales VALUES('NCZ30', 'OUT017', 'Household', 119.1098);
INSERT INTO typeMrpSales VALUES('FDY35', 'OUT010', 'Breads', 47.8402);
INSERT INTO typeMrpSales VALUES('FDN31', 'OUT046', 'Fruits and Vegetables', 191.353);
INSERT INTO typeMrpSales VALUES('FDX31', 'OUT035', 'Fruits and Vegetables', 234.0958);
INSERT INTO typeMrpSales VALUES('NCJ05', 'OUT049', 'Health and Hygiene', 152.3682);
INSERT INTO typeMrpSales VALUES('FDN56', 'OUT017', 'Fruits and Vegetables', 143.8786);
INSERT INTO typeMrpSales VALUES('FDZ04', 'OUT049', 'Frozen Foods', 62.351);
INSERT INTO typeMrpSales VALUES('FDJ44', 'OUT035', 'Fruits and Vegetables', 174.9396);
INSERT INTO typeMrpSales VALUES('FDI08', 'OUT017', 'Fruits and Vegetables', 248.1092);
INSERT INTO typeMrpSales VALUES('FDB59', 'OUT018', 'Snack Foods', 200.0084);
INSERT INTO typeMrpSales VALUES('FDY15', 'OUT045', 'Dairy', 156.463);
INSERT INTO typeMrpSales VALUES('NCZ18', 'OUT019', 'Household', 252.7698);
INSERT INTO typeMrpSales VALUES('DRO47', 'OUT017', 'Hard Drinks', 114.486);
INSERT INTO typeMrpSales VALUES('FDW21', 'OUT035', 'Snack Foods', 102.4358);
INSERT INTO typeMrpSales VALUES('FDZ14', 'OUT027', 'Dairy', 123.1756);
INSERT INTO typeMrpSales VALUES('FDM09', 'OUT045', 'Snack Foods', 167.879);
INSERT INTO typeMrpSales VALUES('FDK43', 'OUT049', 'Meat', 126.302);
INSERT INTO typeMrpSales VALUES('FDE45', 'OUT018', 'Fruits and Vegetables', 178.5002);
INSERT INTO typeMrpSales VALUES('FDR35', 'OUT027', 'Breads', 200.0742);
INSERT INTO typeMrpSales VALUES('FDT58', 'OUT027', 'Snack Foods', 169.2816);
INSERT INTO typeMrpSales VALUES('FDS57', 'OUT017', 'Snack Foods', 141.547);
INSERT INTO typeMrpSales VALUES('FDF10', 'OUT018', 'Snack Foods', 147.2418);
INSERT INTO typeMrpSales VALUES('FDP03', 'OUT010', 'Meat', 122.1388);
INSERT INTO typeMrpSales VALUES('FDT04', 'OUT010', 'Frozen Foods', 37.5822);
INSERT INTO typeMrpSales VALUES('NCW53', 'OUT013', 'Health and Hygiene', 191.3162);
INSERT INTO typeMrpSales VALUES('FDA39', 'OUT010', 'Meat', 38.5822);
INSERT INTO typeMrpSales VALUES('NCH29', 'OUT035', 'Health and Hygiene', 96.7726);
INSERT INTO typeMrpSales VALUES('FDU02', 'OUT045', 'Dairy', 228.8352);
INSERT INTO typeMrpSales VALUES('FDN13', 'OUT019', 'Breakfast', 98.5358);
INSERT INTO typeMrpSales VALUES('FDX56', 'OUT019', 'Fruits and Vegetables', 206.8638);
INSERT INTO typeMrpSales VALUES('FDT11', 'OUT027', 'Breads', 189.4556);
INSERT INTO typeMrpSales VALUES('NCC18', 'OUT027', 'Household', 173.2422);
INSERT INTO typeMrpSales VALUES('FDA32', 'OUT010', 'Fruits and Vegetables', 214.7192);
INSERT INTO typeMrpSales VALUES('FDU39', 'OUT018', 'Meat', 58.5562);
INSERT INTO typeMrpSales VALUES('FDV27', 'OUT019', 'Meat', 89.3514);
INSERT INTO typeMrpSales VALUES('NCW53', 'OUT045', 'Health and Hygiene', 190.6162);
INSERT INTO typeMrpSales VALUES('NCZ42', 'OUT013', 'Household', 237.0248);
INSERT INTO typeMrpSales VALUES('FDO46', 'OUT017', 'Snack Foods', 191.0872);
INSERT INTO typeMrpSales VALUES('FDQ57', 'OUT027', 'Snack Foods', 147.476);
INSERT INTO typeMrpSales VALUES('FDZ36', 'OUT018', 'Baking Goods', 187.724);
INSERT INTO typeMrpSales VALUES('FDK38', 'OUT018', 'Canned', 150.0734);
INSERT INTO typeMrpSales VALUES('FDU51', 'OUT027', 'Meat', 178.7028);
INSERT INTO typeMrpSales VALUES('FDS14', 'OUT013', 'Dairy', 156.9288);
INSERT INTO typeMrpSales VALUES('FDQ40', 'OUT049', 'Frozen Foods', 175.4712);
INSERT INTO typeMrpSales VALUES('FDE20', 'OUT049', 'Fruits and Vegetables', 167.879);
INSERT INTO typeMrpSales VALUES('FDH58', 'OUT046', 'Snack Foods', 113.1834);
INSERT INTO typeMrpSales VALUES('NCK53', 'OUT017', 'Health and Hygiene', 99.3042);
INSERT INTO typeMrpSales VALUES('FDJ44', 'OUT017', 'Fruits and Vegetables', 173.7396);
INSERT INTO typeMrpSales VALUES('FDN22', 'OUT045', 'Snack Foods', 252.4724);
INSERT INTO typeMrpSales VALUES('FDH56', 'OUT018', 'Fruits and Vegetables', 116.7492);
INSERT INTO typeMrpSales VALUES('FDK48', 'OUT045', 'Baking Goods', 74.7354);
INSERT INTO typeMrpSales VALUES('FDQ40', 'OUT035', 'Frozen Foods', 177.2712);
INSERT INTO typeMrpSales VALUES('FDH10', 'OUT035', 'Snack Foods', 194.4478);
INSERT INTO typeMrpSales VALUES('FDM21', 'OUT045', 'Snack Foods', 259.2646);
INSERT INTO typeMrpSales VALUES('FDX12', 'OUT045', 'Baking Goods', 239.2196);
INSERT INTO typeMrpSales VALUES('FDM51', 'OUT013', 'Meat', 102.4674);
INSERT INTO typeMrpSales VALUES('FDG09', 'OUT010', 'Fruits and Vegetables', 188.9556);
INSERT INTO typeMrpSales VALUES('DRD37', 'OUT013', 'Soft Drinks', 45.306);
INSERT INTO typeMrpSales VALUES('FDN21', 'OUT046', 'Snack Foods', 161.0236);
INSERT INTO typeMrpSales VALUES('NCQ06', 'OUT046', 'Household', 256.7014);
INSERT INTO typeMrpSales VALUES('FDV52', 'OUT046', 'Frozen Foods', 118.0466);
INSERT INTO typeMrpSales VALUES('FDC10', 'OUT017', 'Snack Foods', 120.8098);
INSERT INTO typeMrpSales VALUES('FDX51', 'OUT035', 'Meat', 195.4452);
INSERT INTO typeMrpSales VALUES('NCD54', 'OUT049', 'Household', 144.6786);
INSERT INTO typeMrpSales VALUES('NCK18', 'OUT027', 'Household', 164.1184);
INSERT INTO typeMrpSales VALUES('FDZ01', 'OUT035', 'Canned', 104.099);
INSERT INTO typeMrpSales VALUES('FDT48', 'OUT046', 'Baking Goods', 199.1084);
INSERT INTO typeMrpSales VALUES('FDB40', 'OUT049', 'Dairy', 145.8102);
INSERT INTO typeMrpSales VALUES('NCC07', 'OUT027', 'Household', 103.3964);
INSERT INTO typeMrpSales VALUES('FDT52', 'OUT049', 'Frozen Foods', 244.6144);
INSERT INTO typeMrpSales VALUES('FDK09', 'OUT019', 'Snack Foods', 227.5352);
INSERT INTO typeMrpSales VALUES('NCQ30', 'OUT010', 'Household', 123.7414);
INSERT INTO typeMrpSales VALUES('FDZ60', 'OUT019', 'Baking Goods', 106.0596);
INSERT INTO typeMrpSales VALUES('NCK18', 'OUT013', 'Household', 164.9184);
INSERT INTO typeMrpSales VALUES('FDV11', 'OUT010', 'Breads', 173.4054);
INSERT INTO typeMrpSales VALUES('FDR25', 'OUT017', 'Canned', 265.6884);
INSERT INTO typeMrpSales VALUES('FDB26', 'OUT045', 'Canned', 52.364);
INSERT INTO typeMrpSales VALUES('DRD01', 'OUT017', 'Soft Drinks', 55.8614);
INSERT INTO typeMrpSales VALUES('FDG32', 'OUT017', 'Fruits and Vegetables', 221.5772);
INSERT INTO typeMrpSales VALUES('FDY49', 'OUT035', 'Canned', 163.1184);
INSERT INTO typeMrpSales VALUES('FDD26', 'OUT035', 'Canned', 183.3924);
INSERT INTO typeMrpSales VALUES('FDC22', 'OUT018', 'Snack Foods', 192.682);
INSERT INTO typeMrpSales VALUES('DRD27', 'OUT045', 'Dairy', 97.9042);
INSERT INTO typeMrpSales VALUES('FDA44', 'OUT027', 'Fruits and Vegetables', 57.793);
INSERT INTO typeMrpSales VALUES('FDW01', 'OUT013', 'Canned', 154.4682);
INSERT INTO typeMrpSales VALUES('FDV32', 'OUT019', 'Fruits and Vegetables', 64.151);
INSERT INTO typeMrpSales VALUES('FDK32', 'OUT027', 'Fruits and Vegetables', 152.8682);
INSERT INTO typeMrpSales VALUES('NCA05', 'OUT013', 'Health and Hygiene', 149.4734);
INSERT INTO typeMrpSales VALUES('FDR10', 'OUT013', 'Snack Foods', 161.5552);
INSERT INTO typeMrpSales VALUES('FDL22', 'OUT035', 'Snack Foods', 91.0488);
INSERT INTO typeMrpSales VALUES('FDD10', 'OUT035', 'Snack Foods', 178.1344);
INSERT INTO typeMrpSales VALUES('FDW25', 'OUT013', 'Canned', 86.9224);
INSERT INTO typeMrpSales VALUES('FDR47', 'OUT049', 'Breads', 196.9794);
INSERT INTO typeMrpSales VALUES('DRF27', 'OUT049', 'Dairy', 152.234);
INSERT INTO typeMrpSales VALUES('FDQ48', 'OUT027', 'Baking Goods', 97.2726);
INSERT INTO typeMrpSales VALUES('FDS37', 'OUT035', 'Canned', 114.1492);
INSERT INTO typeMrpSales VALUES('NCI18', 'OUT046', 'Household', 224.5746);
INSERT INTO typeMrpSales VALUES('NCJ42', 'OUT027', 'Household', 100.9332);
INSERT INTO typeMrpSales VALUES('FDY48', 'OUT035', 'Baking Goods', 104.3332);
INSERT INTO typeMrpSales VALUES('FDB39', 'OUT049', 'Dairy', 56.1272);
INSERT INTO typeMrpSales VALUES('DRI37', 'OUT018', 'Soft Drinks', 57.3904);
INSERT INTO typeMrpSales VALUES('FDB58', 'OUT017', 'Snack Foods', 143.2154);
INSERT INTO typeMrpSales VALUES('FDV12', 'OUT013', 'Baking Goods', 98.7384);
