INSERT INTO fatSales VALUES('FDA15', 'OUT049', 'Low Fat', 3735.138);
INSERT INTO fatSales VALUES('FDZ51', 'OUT013', 'Regular', 666.4658);
INSERT INTO fatSales VALUES('FDQ40', 'OUT019', 'Regular', 351.5424);
INSERT INTO fatSales VALUES('FDB17', 'OUT019', 'Low Fat', 181.0976);
INSERT INTO fatSales VALUES('FDQ16', 'OUT017', 'Low Fat', 2183.824);
INSERT INTO fatSales VALUES('FDG09', 'OUT017', 'Regular', 2065.3116);
INSERT INTO fatSales VALUES('DRI59', 'OUT017', 'Low Fat', 4697.8848);
INSERT INTO fatSales VALUES('FDH47', 'OUT013', 'Regular', 1846.9292);
INSERT INTO fatSales VALUES('FDA21', 'OUT046', 'Low Fat', 1665.8316);
INSERT INTO fatSales VALUES('NCO05', 'OUT013', 'Low Fat', 591.2304);
INSERT INTO fatSales VALUES('NCL31', 'OUT019', 'Low Fat', 143.147);
INSERT INTO fatSales VALUES('NCH42', 'OUT017', 'Low Fat', 6201.927);
INSERT INTO fatSales VALUES('FDG57', 'OUT013', 'Low Fat', 972.068);
INSERT INTO fatSales VALUES('NCQ50', 'OUT027', 'Low Fat', 3419.5488);
INSERT INTO fatSales VALUES('FDK24', 'OUT045', 'Low Fat', 679.116);
INSERT INTO fatSales VALUES('DRG39', 'OUT049', 'Low Fat', 1104.5622);
INSERT INTO fatSales VALUES('FDX46', 'OUT035', 'Regular', 1777.686);
INSERT INTO fatSales VALUES('FDY01', 'OUT013', 'Regular', 2303.668);
INSERT INTO fatSales VALUES('FDJ40', 'OUT035', 'Regular', 1965.4416);
INSERT INTO fatSales VALUES('FDS01', 'OUT049', 'Low Fat', 1955.4546);
INSERT INTO fatSales VALUES('FDJ09', 'OUT017', 'Low Fat', 407.4696);
INSERT INTO fatSales VALUES('FDT49', 'OUT049', 'Low Fat', 1384.864);
INSERT INTO fatSales VALUES('FDW50', 'OUT049', 'Low Fat', 1504.0422);
INSERT INTO fatSales VALUES('FDV39', 'OUT017', 'Low Fat', 2570.6538);
INSERT INTO fatSales VALUES('FDY36', 'OUT017', 'Low Fat', 1245.046);
INSERT INTO fatSales VALUES('NCE18', 'OUT013', 'Low Fat', 3495.45);
INSERT INTO fatSales VALUES('FDB05', 'OUT019', 'Low Fat', 743.0328);
INSERT INTO fatSales VALUES('FDK14', 'OUT018', 'Low Fat', 982.7208);
INSERT INTO fatSales VALUES('FDP10', 'OUT046', 'Low Fat', 1376.2086);
INSERT INTO fatSales VALUES('FDC45', 'OUT035', 'Low Fat', 2053.3272);
INSERT INTO fatSales VALUES('FDS48', 'OUT035', 'Low Fat', 3159.8868);
INSERT INTO fatSales VALUES('FDX04', 'OUT019', 'Regular', 191.7504);
INSERT INTO fatSales VALUES('FDQ20', 'OUT027', 'Low Fat', 1543.3244);
INSERT INTO fatSales VALUES('FDU13', 'OUT045', 'Low Fat', 1029.9926);
INSERT INTO fatSales VALUES('NCR53', 'OUT013', 'Low Fat', 1800.3232);
INSERT INTO fatSales VALUES('FDN49', 'OUT049', 'Regular', 399.48);
INSERT INTO fatSales VALUES('FDR31', 'OUT013', 'Regular', 2916.204);
INSERT INTO fatSales VALUES('DRI03', 'OUT027', 'Low Fat', 3719.1588);
INSERT INTO fatSales VALUES('FDL58', 'OUT046', 'Regular', 5273.136);
INSERT INTO fatSales VALUES('NCJ05', 'OUT013', 'Low Fat', 3354.3004);
INSERT INTO fatSales VALUES('FDS10', 'OUT017', 'Low Fat', 3428.2042);
INSERT INTO fatSales VALUES('FDK34', 'OUT027', 'Low Fat', 7150.692);
INSERT INTO fatSales VALUES('FDW48', 'OUT019', 'Low Fat', 161.1236);
INSERT INTO fatSales VALUES('FDE08', 'OUT027', 'Low Fat', 4602.6754);
INSERT INTO fatSales VALUES('NCH06', 'OUT027', 'Low Fat', 3695.19);
INSERT INTO fatSales VALUES('FDV08', 'OUT018', 'Low Fat', 377.5086);
INSERT INTO fatSales VALUES('FDQ15', 'OUT046', 'Regular', 1787.0072);
INSERT INTO fatSales VALUES('FDL56', 'OUT027', 'Low Fat', 3139.9128);
INSERT INTO fatSales VALUES('DRC12', 'OUT046', 'Low Fat', 2285.0256);
INSERT INTO fatSales VALUES('FDX49', 'OUT013', 'Regular', 4660.6);
INSERT INTO fatSales VALUES('FDJ09', 'OUT035', 'Low Fat', 679.116);
INSERT INTO fatSales VALUES('FDN23', 'OUT027', 'Regular', 3773.7544);
INSERT INTO fatSales VALUES('DRD01', 'OUT018', 'Regular', 1049.9666);
INSERT INTO fatSales VALUES('FDS43', 'OUT045', 'Low Fat', 1864.24);
INSERT INTO fatSales VALUES('FDY48', 'OUT019', 'Low Fat', 307.5996);
INSERT INTO fatSales VALUES('FDU12', 'OUT010', 'Regular', 527.3136);
INSERT INTO fatSales VALUES('FDX33', 'OUT046', 'Regular', 2406.867);
INSERT INTO fatSales VALUES('FDH45', 'OUT018', 'Regular', 123.8388);
INSERT INTO fatSales VALUES('FDJ10', 'OUT013', 'Regular', 1826.2894);
INSERT INTO fatSales VALUES('FDX32', 'OUT018', 'Regular', 3323.0078);
INSERT INTO fatSales VALUES('DRG51', 'OUT049', 'Low Fat', 3453.5046);
INSERT INTO fatSales VALUES('NCB31', 'OUT018', 'Low Fat', 2103.928);
INSERT INTO fatSales VALUES('FDW47', 'OUT010', 'Low Fat', 243.6828);
INSERT INTO fatSales VALUES('FDT20', 'OUT027', 'Low Fat', 1235.7248);
INSERT INTO fatSales VALUES('FDI34', 'OUT046', 'Regular', 3685.8688);
INSERT INTO fatSales VALUES('FDH56', 'OUT010', 'Regular', 463.3968);
INSERT INTO fatSales VALUES('DRJ47', 'OUT013', 'Low Fat', 1038.648);
INSERT INTO fatSales VALUES('FDP04', 'OUT027', 'Low Fat', 1534.0032);
INSERT INTO fatSales VALUES('NCZ06', 'OUT049', 'Low Fat', 3551.3772);
INSERT INTO fatSales VALUES('FDY37', 'OUT045', 'Regular', 3149.234);
INSERT INTO fatSales VALUES('FDO46', 'OUT049', 'Regular', 4727.18);
INSERT INTO fatSales VALUES('FDI10', 'OUT049', 'Regular', 5000.8238);
INSERT INTO fatSales VALUES('NCT42', 'OUT018', 'Low Fat', 447.4176);
INSERT INTO fatSales VALUES('FDE29', 'OUT018', 'Low Fat', 1151.1682);
INSERT INTO fatSales VALUES('FDQ11', 'OUT027', 'Regular', 3083.9856);
INSERT INTO fatSales VALUES('FDS20', 'OUT013', 'Low Fat', 2554.0088);
INSERT INTO fatSales VALUES('FDR26', 'OUT018', 'Low Fat', 3364.9532);
INSERT INTO fatSales VALUES('NCH43', 'OUT019', 'Low Fat', 215.7192);
INSERT INTO fatSales VALUES('FDO25', 'OUT018', 'Low Fat', 3984.813);
INSERT INTO fatSales VALUES('FDB40', 'OUT018', 'Regular', 2187.153);
INSERT INTO fatSales VALUES('FDB14', 'OUT019', 'Regular', 372.848);
INSERT INTO fatSales VALUES('FDW23', 'OUT035', 'Low Fat', 540.6296);
INSERT INTO fatSales VALUES('FDZ23', 'OUT018', 'Regular', 3169.208);
INSERT INTO fatSales VALUES('FDX35', 'OUT017', 'Regular', 4326.3684);
INSERT INTO fatSales VALUES('FDX24', 'OUT046', 'Low Fat', 2221.1088);
INSERT INTO fatSales VALUES('DRG15', 'OUT017', 'Low Fat', 1225.072);
INSERT INTO fatSales VALUES('FDY60', 'OUT046', 'Regular', 1438.128);
INSERT INTO fatSales VALUES('FDK02', 'OUT018', 'Low Fat', 3235.788);
INSERT INTO fatSales VALUES('FDK24', 'OUT027', 'Low Fat', 1041.3112);
INSERT INTO fatSales VALUES('NCA05', 'OUT035', 'Low Fat', 890.8404);
INSERT INTO fatSales VALUES('FDN33', 'OUT027', 'Regular', 2363.59);
INSERT INTO fatSales VALUES('FDA09', 'OUT017', 'Regular', 2696.49);
INSERT INTO fatSales VALUES('FDK50', 'OUT035', 'Low Fat', 4530.1032);
INSERT INTO fatSales VALUES('NCE55', 'OUT017', 'Low Fat', 2117.244);
INSERT INTO fatSales VALUES('FDG12', 'OUT049', 'Regular', 2048.6666);
INSERT INTO fatSales VALUES('FDC37', 'OUT013', 'Low Fat', 3215.814);
INSERT INTO fatSales VALUES('DRG15', 'OUT046', 'Low Fat', 1225.072);
INSERT INTO fatSales VALUES('FDQ58', 'OUT046', 'Low Fat', 1378.206);
INSERT INTO fatSales VALUES('FDQ51', 'OUT010', 'Regular', 94.5436);
INSERT INTO fatSales VALUES('FDR46', 'OUT010', 'Low Fat', 439.428);
INSERT INTO fatSales VALUES('FDC50', 'OUT018', 'Low Fat', 1047.3034);
INSERT INTO fatSales VALUES('FDJ09', 'OUT046', 'Low Fat', 543.2928);
INSERT INTO fatSales VALUES('NCC18', 'OUT035', 'Low Fat', 2586.633);
INSERT INTO fatSales VALUES('FDL04', 'OUT013', 'Low Fat', 952.7598);
INSERT INTO fatSales VALUES('FDH48', 'OUT049', 'Low Fat', 1211.756);
INSERT INTO fatSales VALUES('FDD38', 'OUT049', 'Regular', 2342.9502);
INSERT INTO fatSales VALUES('FDT47', 'OUT027', 'Regular', 3207.8244);
INSERT INTO fatSales VALUES('FDE41', 'OUT045', 'Regular', 1691.132);
INSERT INTO fatSales VALUES('FDH19', 'OUT017', 'Low Fat', 2432.8332);
INSERT INTO fatSales VALUES('FDW26', 'OUT017', 'Regular', 2890.9036);
INSERT INTO fatSales VALUES('FDW35', 'OUT017', 'Low Fat', 167.7816);
INSERT INTO fatSales VALUES('FDQ55', 'OUT045', 'Regular', 1382.2008);
INSERT INTO fatSales VALUES('FDV22', 'OUT049', 'Regular', 2659.871);
INSERT INTO fatSales VALUES('NCN29', 'OUT019', 'Low Fat', 97.2068);
INSERT INTO fatSales VALUES('FDQ26', 'OUT035', 'Regular', 1599.9174);
INSERT INTO fatSales VALUES('FDV24', 'OUT045', 'Low Fat', 1797.66);
INSERT INTO fatSales VALUES('FDG50', 'OUT017', 'Low Fat', 1459.4336);
INSERT INTO fatSales VALUES('NCF42', 'OUT019', 'Low Fat', 351.5424);
INSERT INTO fatSales VALUES('FDT46', 'OUT017', 'Low Fat', 708.4112);
INSERT INTO fatSales VALUES('DRE49', 'OUT027', 'Low Fat', 7741.9224);
INSERT INTO fatSales VALUES('FDV56', 'OUT045', 'Regular', 1186.4556);
INSERT INTO fatSales VALUES('FDD32', 'OUT018', 'Regular', 487.3656);
INSERT INTO fatSales VALUES('NCN19', 'OUT035', 'Low Fat', 3225.801);
INSERT INTO fatSales VALUES('FDQ48', 'OUT013', 'Regular', 2251.0698);
INSERT INTO fatSales VALUES('FDW34', 'OUT027', 'Low Fat', 8262.578);
INSERT INTO fatSales VALUES('NCS38', 'OUT045', 'Low Fat', 1946.7992);
INSERT INTO fatSales VALUES('FDL58', 'OUT018', 'Regular', 6327.7632);
INSERT INTO fatSales VALUES('FDY59', 'OUT045', 'Low Fat', 2313.655);
INSERT INTO fatSales VALUES('FDZ03', 'OUT046', 'Regular', 3355.632);
INSERT INTO fatSales VALUES('FDP60', 'OUT045', 'Low Fat', 1619.2256);
INSERT INTO fatSales VALUES('NCI30', 'OUT046', 'Low Fat', 2463.46);
INSERT INTO fatSales VALUES('FDO03', 'OUT019', 'Regular', 687.1056);
INSERT INTO fatSales VALUES('FDZ20', 'OUT046', 'Low Fat', 3815.034);
INSERT INTO fatSales VALUES('FDQ31', 'OUT027', 'Regular', 966.7416);
INSERT INTO fatSales VALUES('FDY03', 'OUT018', 'Regular', 2025.3636);
INSERT INTO fatSales VALUES('FDW45', 'OUT045', 'Low Fat', 4119.9704);
INSERT INTO fatSales VALUES('NCO41', 'OUT010', 'Low Fat', 197.0768);
INSERT INTO fatSales VALUES('FDK16', 'OUT013', 'Low Fat', 2856.282);
INSERT INTO fatSales VALUES('FDZ16', 'OUT035', 'Regular', 4262.4516);
INSERT INTO fatSales VALUES('NCD18', 'OUT017', 'Low Fat', 2534.0348);
INSERT INTO fatSales VALUES('FDF52', 'OUT013', 'Low Fat', 2371.5796);
INSERT INTO fatSales VALUES('FDF09', 'OUT035', 'Low Fat', 782.9808);
INSERT INTO fatSales VALUES('FDW43', 'OUT017', 'Regular', 6831.108);
INSERT INTO fatSales VALUES('FDU19', 'OUT017', 'Regular', 2759.0752);
INSERT INTO fatSales VALUES('FDA50', 'OUT035', 'Low Fat', 2220.443);
INSERT INTO fatSales VALUES('FDS48', 'OUT013', 'Low Fat', 2106.5912);
INSERT INTO fatSales VALUES('NCH07', 'OUT013', 'Low Fat', 1901.5248);
INSERT INTO fatSales VALUES('NCK54', 'OUT013', 'Low Fat', 1514.695);
INSERT INTO fatSales VALUES('FDD53', 'OUT019', 'Low Fat', 41.9454);
INSERT INTO fatSales VALUES('FDV58', 'OUT035', 'Low Fat', 4306.3944);
INSERT INTO fatSales VALUES('FDI08', 'OUT035', 'Regular', 3486.1288);
INSERT INTO fatSales VALUES('FDD08', 'OUT018', 'Low Fat', 455.4072);
INSERT INTO fatSales VALUES('FDX34', 'OUT045', 'Low Fat', 2892.2352);
INSERT INTO fatSales VALUES('FDX55', 'OUT045', 'Low Fat', 2830.3158);
INSERT INTO fatSales VALUES('NCS05', 'OUT045', 'Low Fat', 2782.3782);
INSERT INTO fatSales VALUES('FDL04', 'OUT035', 'Low Fat', 1905.5196);
INSERT INTO fatSales VALUES('FDJ53', 'OUT018', 'Low Fat', 602.549);
INSERT INTO fatSales VALUES('FDB47', 'OUT049', 'Low Fat', 2508.7344);
INSERT INTO fatSales VALUES('NCS29', 'OUT019', 'Low Fat', 264.9884);
INSERT INTO fatSales VALUES('FDB33', 'OUT045', 'Low Fat', 3182.524);
INSERT INTO fatSales VALUES('FDL52', 'OUT019', 'Regular', 37.9506);
INSERT INTO fatSales VALUES('FDB03', 'OUT035', 'Regular', 4326.3684);
INSERT INTO fatSales VALUES('FDW20', 'OUT035', 'Low Fat', 2093.941);
INSERT INTO fatSales VALUES('FDT10', 'OUT018', 'Regular', 592.562);
INSERT INTO fatSales VALUES('FDK04', 'OUT027', 'Low Fat', 1145.176);
INSERT INTO fatSales VALUES('NCL07', 'OUT045', 'Low Fat', 319.584);
INSERT INTO fatSales VALUES('FDZ31', 'OUT046', 'Regular', 1725.7536);
INSERT INTO fatSales VALUES('FDE45', 'OUT035', 'Low Fat', 3044.7034);
INSERT INTO fatSales VALUES('NCK54', 'OUT018', 'Low Fat', 1398.18);
INSERT INTO fatSales VALUES('DRE15', 'OUT019', 'Low Fat', 303.6048);
INSERT INTO fatSales VALUES('NCQ38', 'OUT035', 'Low Fat', 1917.504);
INSERT INTO fatSales VALUES('FDB08', 'OUT027', 'Low Fat', 3048.6982);
INSERT INTO fatSales VALUES('DRF49', 'OUT018', 'Low Fat', 2277.036);
INSERT INTO fatSales VALUES('DRC27', 'OUT049', 'Low Fat', 5896.3248);
INSERT INTO fatSales VALUES('FDB37', 'OUT049', 'Regular', 4086.0146);
INSERT INTO fatSales VALUES('FDS35', 'OUT046', 'Low Fat', 968.739);
INSERT INTO fatSales VALUES('FDE47', 'OUT049', 'Low Fat', 1618.5598);
INSERT INTO fatSales VALUES('NCT53', 'OUT027', 'Low Fat', 2302.3364);
INSERT INTO fatSales VALUES('FDL14', 'OUT046', 'Regular', 1713.7692);
INSERT INTO fatSales VALUES('FDP21', 'OUT019', 'Regular', 945.436);
INSERT INTO fatSales VALUES('NCV54', 'OUT045', 'Low Fat', 1896.1984);
INSERT INTO fatSales VALUES('NCO41', 'OUT035', 'Low Fat', 2759.0752);
INSERT INTO fatSales VALUES('FDQ59', 'OUT035', 'Regular', 1006.6896);
INSERT INTO fatSales VALUES('FDQ01', 'OUT018', 'Regular', 2805.0154);
INSERT INTO fatSales VALUES('FDQ48', 'OUT017', 'Regular', 2153.1972);
INSERT INTO fatSales VALUES('FDP09', 'OUT049', 'Low Fat', 4460.1942);
INSERT INTO fatSales VALUES('FDK55', 'OUT013', 'Low Fat', 1605.9096);
INSERT INTO fatSales VALUES('NCJ43', 'OUT027', 'Low Fat', 4012.1108);
INSERT INTO fatSales VALUES('FDI07', 'OUT035', 'Regular', 3361.6242);
INSERT INTO fatSales VALUES('NCW41', 'OUT027', 'Low Fat', 4278.4308);
INSERT INTO fatSales VALUES('FDG33', 'OUT049', 'Regular', 3263.7516);
INSERT INTO fatSales VALUES('NCO05', 'OUT027', 'Low Fat', 2660.5368);
INSERT INTO fatSales VALUES('FDH53', 'OUT035', 'Regular', 908.1512);
INSERT INTO fatSales VALUES('FDR49', 'OUT046', 'Low Fat', 1198.44);
INSERT INTO fatSales VALUES('FDF33', 'OUT027', 'Low Fat', 1833.6132);
INSERT INTO fatSales VALUES('FDQ51', 'OUT017', 'Regular', 756.3488);
INSERT INTO fatSales VALUES('FDZ38', 'OUT013', 'Low Fat', 3793.7284);
INSERT INTO fatSales VALUES('FDV52', 'OUT045', 'Regular', 353.5398);
INSERT INTO fatSales VALUES('FDM50', 'OUT035', 'Regular', 1557.972);
INSERT INTO fatSales VALUES('FDV60', 'OUT017', 'Regular', 2553.343);
INSERT INTO fatSales VALUES('FDG60', 'OUT013', 'Low Fat', 2812.3392);
INSERT INTO fatSales VALUES('FDN13', 'OUT013', 'Low Fat', 1105.8938);
INSERT INTO fatSales VALUES('DRN59', 'OUT027', 'Low Fat', 1304.968);
INSERT INTO fatSales VALUES('FDU02', 'OUT017', 'Low Fat', 2519.3872);
INSERT INTO fatSales VALUES('FDZ58', 'OUT018', 'Low Fat', 2817.6656);
INSERT INTO fatSales VALUES('NCQ38', 'OUT013', 'Low Fat', 2024.032);
INSERT INTO fatSales VALUES('FDF39', 'OUT045', 'Regular', 4207.856);
INSERT INTO fatSales VALUES('FDT03', 'OUT017', 'Low Fat', 2756.412);
INSERT INTO fatSales VALUES('FDN09', 'OUT013', 'Low Fat', 3167.8764);
INSERT INTO fatSales VALUES('FDJ02', 'OUT035', 'Regular', 1765.7016);
INSERT INTO fatSales VALUES('FDN44', 'OUT027', 'Low Fat', 4314.384);
INSERT INTO fatSales VALUES('FDQ34', 'OUT045', 'Low Fat', 529.311);
INSERT INTO fatSales VALUES('FDX31', 'OUT046', 'Regular', 4206.5244);
INSERT INTO fatSales VALUES('NCH55', 'OUT010', 'Low Fat', 253.004);
INSERT INTO fatSales VALUES('DRM47', 'OUT046', 'Low Fat', 3057.3536);
INSERT INTO fatSales VALUES('DRL01', 'OUT027', 'Regular', 8413.0488);
INSERT INTO fatSales VALUES('FDO12', 'OUT017', 'Low Fat', 3131.9232);
INSERT INTO fatSales VALUES('NCK30', 'OUT045', 'Low Fat', 2283.0282);
INSERT INTO fatSales VALUES('FDP16', 'OUT017', 'Low Fat', 5896.3248);
INSERT INTO fatSales VALUES('NCG06', 'OUT018', 'Low Fat', 515.3292);
INSERT INTO fatSales VALUES('FDX36', 'OUT046', 'Regular', 3375.606);
INSERT INTO fatSales VALUES('FDT09', 'OUT017', 'Regular', 3559.3668);
INSERT INTO fatSales VALUES('FDF08', 'OUT035', 'Regular', 1669.8264);
INSERT INTO fatSales VALUES('FDA43', 'OUT010', 'Low Fat', 585.2382);
INSERT INTO fatSales VALUES('NCN06', 'OUT017', 'Low Fat', 2784.3756);
INSERT INTO fatSales VALUES('DRF15', 'OUT013', 'Low Fat', 306.268);
INSERT INTO fatSales VALUES('NCX05', 'OUT013', 'Low Fat', 2548.6824);
INSERT INTO fatSales VALUES('FDM21', 'OUT035', 'Low Fat', 2061.3168);
INSERT INTO fatSales VALUES('NCG54', 'OUT027', 'Low Fat', 5475.5392);
INSERT INTO fatSales VALUES('FDD26', 'OUT045', 'Regular', 3331.6632);
INSERT INTO fatSales VALUES('FDU23', 'OUT035', 'Low Fat', 3467.4864);
INSERT INTO fatSales VALUES('FDO37', 'OUT045', 'Low Fat', 3003.4238);
INSERT INTO fatSales VALUES('FDP19', 'OUT010', 'Low Fat', 258.3304);
INSERT INTO fatSales VALUES('FDT13', 'OUT046', 'Low Fat', 4333.6922);
INSERT INTO fatSales VALUES('FDY07', 'OUT018', 'Low Fat', 1148.505);
INSERT INTO fatSales VALUES('DRI47', 'OUT049', 'Low Fat', 2444.8176);
INSERT INTO fatSales VALUES('NCW42', 'OUT019', 'Low Fat', 663.1368);
INSERT INTO fatSales VALUES('NCQ50', 'OUT013', 'Low Fat', 4488.1578);
INSERT INTO fatSales VALUES('FDQ09', 'OUT045', 'Low Fat', 1382.2008);
INSERT INTO fatSales VALUES('FDI20', 'OUT027', 'Low Fat', 4432.2306);
INSERT INTO fatSales VALUES('NCP05', 'OUT049', 'Low Fat', 3795.06);
INSERT INTO fatSales VALUES('FDH02', 'OUT017', 'Regular', 814.9392);
INSERT INTO fatSales VALUES('FDH45', 'OUT045', 'Regular', 454.0756);
INSERT INTO fatSales VALUES('DRG49', 'OUT010', 'Low Fat', 488.6972);
INSERT INTO fatSales VALUES('FDA37', 'OUT035', 'Regular', 3237.1196);
INSERT INTO fatSales VALUES('FDS13', 'OUT017', 'Low Fat', 1059.9536);
INSERT INTO fatSales VALUES('NCW42', 'OUT027', 'Low Fat', 4199.8664);
INSERT INTO fatSales VALUES('FDK15', 'OUT018', 'Low Fat', 1884.8798);
INSERT INTO fatSales VALUES('FDX51', 'OUT046', 'Regular', 3523.4136);
INSERT INTO fatSales VALUES('FDJ20', 'OUT013', 'Regular', 2105.2596);
INSERT INTO fatSales VALUES('DRK59', 'OUT017', 'Low Fat', 1874.8928);
INSERT INTO fatSales VALUES('FDL45', 'OUT018', 'Low Fat', 2628.5784);
INSERT INTO fatSales VALUES('FDH41', 'OUT013', 'Low Fat', 3440.8544);
INSERT INTO fatSales VALUES('FDD05', 'OUT045', 'Low Fat', 1687.1372);
INSERT INTO fatSales VALUES('FDZ39', 'OUT045', 'Regular', 2063.98);
INSERT INTO fatSales VALUES('FDY35', 'OUT019', 'Regular', 91.8804);
INSERT INTO fatSales VALUES('NCE06', 'OUT018', 'Low Fat', 1617.894);
INSERT INTO fatSales VALUES('FDE57', 'OUT027', 'Low Fat', 4538.0928);
INSERT INTO fatSales VALUES('FDD33', 'OUT018', 'Low Fat', 2323.642);
INSERT INTO fatSales VALUES('FDQ10', 'OUT045', 'Low Fat', 4483.4972);
INSERT INTO fatSales VALUES('FDN15', 'OUT013', 'Low Fat', 419.454);
INSERT INTO fatSales VALUES('FDS50', 'OUT046', 'Low Fat', 4434.228);
INSERT INTO fatSales VALUES('FDX21', 'OUT046', 'Low Fat', 1965.4416);
INSERT INTO fatSales VALUES('FDL58', 'OUT035', 'Regular', 2109.2544);
INSERT INTO fatSales VALUES('FDK09', 'OUT035', 'Low Fat', 2290.352);
INSERT INTO fatSales VALUES('FDS08', 'OUT027', 'Low Fat', 3175.866);
INSERT INTO fatSales VALUES('FDE20', 'OUT035', 'Regular', 2376.906);
INSERT INTO fatSales VALUES('FDF04', 'OUT045', 'Low Fat', 5683.2688);
INSERT INTO fatSales VALUES('FDA50', 'OUT049', 'Low Fat', 1544.656);
INSERT INTO fatSales VALUES('FDX08', 'OUT049', 'Low Fat', 2165.1816);
INSERT INTO fatSales VALUES('FDD05', 'OUT027', 'Low Fat', 3012.745);
INSERT INTO fatSales VALUES('FDG41', 'OUT018', 'Regular', 1547.3192);
INSERT INTO fatSales VALUES('FDU39', 'OUT027', 'Low Fat', 1125.8678);
INSERT INTO fatSales VALUES('NCQ43', 'OUT046', 'Low Fat', 1528.6768);
INSERT INTO fatSales VALUES('NCY42', 'OUT045', 'Low Fat', 858.882);
INSERT INTO fatSales VALUES('FDF26', 'OUT027', 'Regular', 3998.7948);
INSERT INTO fatSales VALUES('FDC20', 'OUT035', 'Low Fat', 279.636);
INSERT INTO fatSales VALUES('FDX14', 'OUT046', 'Low Fat', 902.8248);
INSERT INTO fatSales VALUES('DRC49', 'OUT027', 'Low Fat', 4026.7584);
INSERT INTO fatSales VALUES('FDM40', 'OUT017', 'Low Fat', 2410.8618);
INSERT INTO fatSales VALUES('FDE10', 'OUT017', 'Regular', 2098.6016);
INSERT INTO fatSales VALUES('NCU17', 'OUT045', 'Low Fat', 509.337);
INSERT INTO fatSales VALUES('FDB36', 'OUT027', 'Regular', 2492.0894);
INSERT INTO fatSales VALUES('DRF13', 'OUT018', 'Low Fat', 1161.1552);
INSERT INTO fatSales VALUES('FDL13', 'OUT018', 'Regular', 6291.81);
INSERT INTO fatSales VALUES('NCH55', 'OUT049', 'Low Fat', 3036.048);
INSERT INTO fatSales VALUES('NCF18', 'OUT013', 'Low Fat', 2876.256);
INSERT INTO fatSales VALUES('FDC09', 'OUT010', 'Regular', 102.5332);
INSERT INTO fatSales VALUES('FDV09', 'OUT046', 'Low Fat', 2078.6276);
INSERT INTO fatSales VALUES('FDV09', 'OUT035', 'Low Fat', 3266.4148);
INSERT INTO fatSales VALUES('FDU16', 'OUT013', 'Regular', 671.1264);
INSERT INTO fatSales VALUES('FDD26', 'OUT046', 'Regular', 3146.5708);
INSERT INTO fatSales VALUES('NCA29', 'OUT013', 'Low Fat', 3251.1014);
INSERT INTO fatSales VALUES('FDZ26', 'OUT018', 'Regular', 3585.333);
INSERT INTO fatSales VALUES('FDT56', 'OUT010', 'Regular', 405.4722);
INSERT INTO fatSales VALUES('FDF22', 'OUT045', 'Low Fat', 1923.4962);
INSERT INTO fatSales VALUES('FDH21', 'OUT045', 'Low Fat', 2852.2872);
INSERT INTO fatSales VALUES('FDD44', 'OUT046', 'Regular', 4380.2982);
INSERT INTO fatSales VALUES('FDS56', 'OUT017', 'Regular', 3934.878);
INSERT INTO fatSales VALUES('FDF21', 'OUT049', 'Regular', 5313.084);
INSERT INTO fatSales VALUES('FDM44', 'OUT018', 'Low Fat', 722.393);
INSERT INTO fatSales VALUES('DRK01', 'OUT049', 'Low Fat', 1607.2412);
INSERT INTO fatSales VALUES('FDO22', 'OUT035', 'Regular', 1438.128);
INSERT INTO fatSales VALUES('FDP57', 'OUT045', 'Low Fat', 722.393);
INSERT INTO fatSales VALUES('DRF49', 'OUT019', 'Low Fat', 113.8518);
INSERT INTO fatSales VALUES('DRK11', 'OUT018', 'Low Fat', 1043.9744);
INSERT INTO fatSales VALUES('FDT51', 'OUT018', 'Regular', 335.5632);
INSERT INTO fatSales VALUES('FDE58', 'OUT017', 'Low Fat', 4029.4216);
INSERT INTO fatSales VALUES('FDT23', 'OUT018', 'Regular', 856.8846);
INSERT INTO fatSales VALUES('NCT42', 'OUT035', 'Low Fat', 1640.5312);
INSERT INTO fatSales VALUES('FDJ41', 'OUT035', 'Low Fat', 3924.891);
INSERT INTO fatSales VALUES('NCF42', 'OUT027', 'Low Fat', 3691.1952);
INSERT INTO fatSales VALUES('FDA19', 'OUT013', 'Low Fat', 2055.9904);
INSERT INTO fatSales VALUES('FDW09', 'OUT046', 'Regular', 2059.9852);
INSERT INTO fatSales VALUES('NCO14', 'OUT027', 'Low Fat', 802.9548);
INSERT INTO fatSales VALUES('FDO39', 'OUT045', 'Regular', 2940.1728);
INSERT INTO fatSales VALUES('FDR45', 'OUT027', 'Low Fat', 4302.3996);
INSERT INTO fatSales VALUES('FDA15', 'OUT010', 'Low Fat', 498.0184);
INSERT INTO fatSales VALUES('FDY13', 'OUT013', 'Low Fat', 2220.443);
INSERT INTO fatSales VALUES('FDY31', 'OUT018', 'Low Fat', 2354.2688);
INSERT INTO fatSales VALUES('NCS29', 'OUT049', 'Low Fat', 2914.8724);
INSERT INTO fatSales VALUES('FDJ52', 'OUT018', 'Low Fat', 2246.4092);
INSERT INTO fatSales VALUES('NCX41', 'OUT045', 'Low Fat', 2752.4172);
INSERT INTO fatSales VALUES('FDQ36', 'OUT045', 'Regular', 335.5632);
INSERT INTO fatSales VALUES('FDV35', 'OUT035', 'Low Fat', 2792.3652);
